Node,Name,Parent,Type,thumbType,Description,Position,Department
GOOGL2-1-8-1-5,Manager 5,GOOGL2-1-8-1,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-1-5-1,Employee 1,GOOGL2-1-8-1-5,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-1-5-2,Employee 2,GOOGL2-1-8-1-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-1-5-3,Employee 3,GOOGL2-1-8-1-5,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-1-5-4,Employee 4,GOOGL2-1-8-1-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2,Director 2,GOOGL2-1-8,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-2-1,Manager 1,GOOGL2-1-8-2,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2-1-1,Employee 1,GOOGL2-1-8-2-1,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-2-1-2,Employee 2,GOOGL2-1-8-2-1,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-2-1-3,Employee 3,GOOGL2-1-8-2-1,profile,profile,Intern de Technology,Intern Technology,Technology
GOOGL2-1-8-2-1-4,Employee 4,GOOGL2-1-8-2-1,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-2-2,Manager 2,GOOGL2-1-8-2,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2-2-1,Employee 1,GOOGL2-1-8-2-2,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-2-2-2,Employee 2,GOOGL2-1-8-2-2,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-2-2-3,Employee 3,GOOGL2-1-8-2-2,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-2-2-4,Employee 4,GOOGL2-1-8-2-2,profile,profile,CFO de Technology,CFO Technology,Technology
GOOGL2-1-8-2-3,Manager 3,GOOGL2-1-8-2,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2-3-1,Employee 1,GOOGL2-1-8-2-3,profile,profile,CTO de Technology,CTO Technology,Technology
GOOGL2-1-8-2-3-2,Employee 2,GOOGL2-1-8-2-3,profile,profile,CFO de Technology,CFO Technology,Technology
GOOGL2-1-8-2-3-3,Employee 3,GOOGL2-1-8-2-3,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-2-4,Manager 4,GOOGL2-1-8-2,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2-4-1,Employee 1,GOOGL2-1-8-2-4,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-2-4-2,Employee 2,GOOGL2-1-8-2-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2-4-3,Employee 3,GOOGL2-1-8-2-4,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-2-5,Manager 5,GOOGL2-1-8-2,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2-5-1,Employee 1,GOOGL2-1-8-2-5,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-2-5-2,Employee 2,GOOGL2-1-8-2-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-2-5-3,Employee 3,GOOGL2-1-8-2-5,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-3,Director 3,GOOGL2-1-8,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-3-1,Manager 1,GOOGL2-1-8-3,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-3-1-1,Employee 1,GOOGL2-1-8-3-1,profile,profile,VP de Technology,VP Technology,Technology
GOOGL2-1-8-3-1-2,Employee 2,GOOGL2-1-8-3-1,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-3-2,Manager 2,GOOGL2-1-8-3,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-3-2-1,Employee 1,GOOGL2-1-8-3-2,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-3-2-2,Employee 2,GOOGL2-1-8-3-2,profile,profile,Intern de Technology,Intern Technology,Technology
GOOGL2-1-8-3-3,Manager 3,GOOGL2-1-8-3,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-3-3-1,Employee 1,GOOGL2-1-8-3-3,profile,profile,CTO de Technology,CTO Technology,Technology
GOOGL2-1-8-3-3-2,Employee 2,GOOGL2-1-8-3-3,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-3-3-3,Employee 3,GOOGL2-1-8-3-3,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-3-4,Manager 4,GOOGL2-1-8-3,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-3-4-1,Employee 1,GOOGL2-1-8-3-4,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-3-4-2,Employee 2,GOOGL2-1-8-3-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-3-4-3,Employee 3,GOOGL2-1-8-3-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-3-4-4,Employee 4,GOOGL2-1-8-3-4,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-4,Director 4,GOOGL2-1-8,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-4-1,Manager 1,GOOGL2-1-8-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-4-1-1,Employee 1,GOOGL2-1-8-4-1,profile,profile,VP de Technology,VP Technology,Technology
GOOGL2-1-8-4-1-2,Employee 2,GOOGL2-1-8-4-1,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-4-2,Manager 2,GOOGL2-1-8-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-4-2-1,Employee 1,GOOGL2-1-8-4-2,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-4-2-2,Employee 2,GOOGL2-1-8-4-2,profile,profile,Intern de Technology,Intern Technology,Technology
GOOGL2-1-8-4-3,Manager 3,GOOGL2-1-8-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-4-3-1,Employee 1,GOOGL2-1-8-4-3,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-4-3-2,Employee 2,GOOGL2-1-8-4-3,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-4-3-3,Employee 3,GOOGL2-1-8-4-3,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-4-4,Manager 4,GOOGL2-1-8-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-4-4-1,Employee 1,GOOGL2-1-8-4-4,profile,profile,CTO de Technology,CTO Technology,Technology
GOOGL2-1-8-4-4-2,Employee 2,GOOGL2-1-8-4-4,profile,profile,Intern de Technology,Intern Technology,Technology
GOOGL2-1-8-4-4-3,Employee 3,GOOGL2-1-8-4-4,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-4-5,Manager 5,GOOGL2-1-8-4,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-4-5-1,Employee 1,GOOGL2-1-8-4-5,profile,profile,Intern de Technology,Intern Technology,Technology
GOOGL2-1-8-4-5-2,Employee 2,GOOGL2-1-8-4-5,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-4-5-3,Employee 3,GOOGL2-1-8-4-5,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-5,Director 5,GOOGL2-1-8,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-5-1,Manager 1,GOOGL2-1-8-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-5-1-1,Employee 1,GOOGL2-1-8-5-1,profile,profile,VP de Technology,VP Technology,Technology
GOOGL2-1-8-5-1-2,Employee 2,GOOGL2-1-8-5-1,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-5-2,Manager 2,GOOGL2-1-8-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-5-2-1,Employee 1,GOOGL2-1-8-5-2,profile,profile,CTO de Technology,CTO Technology,Technology
GOOGL2-1-8-5-2-2,Employee 2,GOOGL2-1-8-5-2,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-5-2-3,Employee 3,GOOGL2-1-8-5-2,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-5-3,Manager 3,GOOGL2-1-8-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-5-3-1,Employee 1,GOOGL2-1-8-5-3,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-5-3-2,Employee 2,GOOGL2-1-8-5-3,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-5-3-3,Employee 3,GOOGL2-1-8-5-3,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-5-4,Manager 4,GOOGL2-1-8-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-5-4-1,Employee 1,GOOGL2-1-8-5-4,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-5-4-2,Employee 2,GOOGL2-1-8-5-4,profile,profile,Senior de Technology,Senior Technology,Technology
GOOGL2-1-8-5-4-3,Employee 3,GOOGL2-1-8-5-4,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-5-5,Manager 5,GOOGL2-1-8-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-5-5-1,Employee 1,GOOGL2-1-8-5-5,profile,profile,CFO de Technology,CFO Technology,Technology
GOOGL2-1-8-5-5-2,Employee 2,GOOGL2-1-8-5-5,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-5-5-3,Employee 3,GOOGL2-1-8-5-5,profile,profile,CFO de Technology,CFO Technology,Technology
GOOGL2-1-8-5-5-4,Employee 4,GOOGL2-1-8-5-5,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-6,Director 6,GOOGL2-1-8,profile,profile,Director de Technology,Director Technology,Technology
GOOGL2-1-8-6-1,Manager 1,GOOGL2-1-8-6,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-6-1-1,Employee 1,GOOGL2-1-8-6-1,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-6-1-2,Employee 2,GOOGL2-1-8-6-1,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-6-2,Manager 2,GOOGL2-1-8-6,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-6-2-1,Employee 1,GOOGL2-1-8-6-2,profile,profile,Intern de Technology,Intern Technology,Technology
GOOGL2-1-8-6-2-2,Employee 2,GOOGL2-1-8-6-2,profile,profile,VP de Technology,VP Technology,Technology
GOOGL2-1-8-6-2-3,Employee 3,GOOGL2-1-8-6-2,profile,profile,Intern de Technology,Intern Technology,Technology
GOOGL2-1-8-6-2-4,Employee 4,GOOGL2-1-8-6-2,profile,profile,Lead de Technology,Lead Technology,Technology
GOOGL2-1-8-6-3,Manager 3,GOOGL2-1-8-6,profile,profile,Manager de Technology,Manager Technology,Technology
GOOGL2-1-8-6-3-1,Employee 1,GOOGL2-1-8-6-3,profile,profile,Junior de Technology,Junior Technology,Technology
GOOGL2-1-8-6-3-2,Employee 2,GOOGL2-1-8-6-3,profile,profile,CEO de Technology,CEO Technology,Technology
GOOGL2-1-8-6-3-3,Employee 3,GOOGL2-1-8-6-3,profile,profile,Senior de Technology,Senior Technology,Technology
AMZN2,Amazon.com Inc. 2,,company,detail,Empresa tecnológica líder,CEO,Executive
AMZN2-1,CEO AMZN2,AMZN2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
AMZN2-1-1,VP Engineering,AMZN2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
AMZN2-1-1-1,Director 1,AMZN2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-1-1,Manager 1,AMZN2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-1-1-1,Employee 1,AMZN2-1-1-1-1,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-1-1-2,Employee 2,AMZN2-1-1-1-1,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-1-1-3,Employee 3,AMZN2-1-1-1-1,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-1-2,Manager 2,AMZN2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-1-2-1,Employee 1,AMZN2-1-1-1-2,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-1-2-2,Employee 2,AMZN2-1-1-1-2,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-1-3,Manager 3,AMZN2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-1-3-1,Employee 1,AMZN2-1-1-1-3,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-1-3-2,Employee 2,AMZN2-1-1-1-3,profile,profile,Junior de Engineering,Junior Engineering,Engineering
AMZN2-1-1-1-3-3,Employee 3,AMZN2-1-1-1-3,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-1-4,Manager 4,AMZN2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-1-4-1,Employee 1,AMZN2-1-1-1-4,profile,profile,CEO de Engineering,CEO Engineering,Engineering
AMZN2-1-1-1-4-2,Employee 2,AMZN2-1-1-1-4,profile,profile,Senior de Engineering,Senior Engineering,Engineering
AMZN2-1-1-1-4-3,Employee 3,AMZN2-1-1-1-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-1-4-4,Employee 4,AMZN2-1-1-1-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2,Director 2,AMZN2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-2-1,Manager 1,AMZN2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-1-1,Employee 1,AMZN2-1-1-2-1,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-2-1-2,Employee 2,AMZN2-1-1-2-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-2,Manager 2,AMZN2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-2-1,Employee 1,AMZN2-1-1-2-2,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-2-2-2,Employee 2,AMZN2-1-1-2-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-2-3,Employee 3,AMZN2-1-1-2-2,profile,profile,Senior de Engineering,Senior Engineering,Engineering
AMZN2-1-1-2-3,Manager 3,AMZN2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-3-1,Employee 1,AMZN2-1-1-2-3,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-2-3-2,Employee 2,AMZN2-1-1-2-3,profile,profile,CEO de Engineering,CEO Engineering,Engineering
AMZN2-1-1-2-3-3,Employee 3,AMZN2-1-1-2-3,profile,profile,CEO de Engineering,CEO Engineering,Engineering
AMZN2-1-1-2-3-4,Employee 4,AMZN2-1-1-2-3,profile,profile,CFO de Engineering,CFO Engineering,Engineering
AMZN2-1-1-2-4,Manager 4,AMZN2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-4-1,Employee 1,AMZN2-1-1-2-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-4-2,Employee 2,AMZN2-1-1-2-4,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-2-4-3,Employee 3,AMZN2-1-1-2-4,profile,profile,CFO de Engineering,CFO Engineering,Engineering
AMZN2-1-1-2-4-4,Employee 4,AMZN2-1-1-2-4,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-2-5,Manager 5,AMZN2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-2-5-1,Employee 1,AMZN2-1-1-2-5,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-2-5-2,Employee 2,AMZN2-1-1-2-5,profile,profile,VP de Engineering,VP Engineering,Engineering
AMZN2-1-1-2-5-3,Employee 3,AMZN2-1-1-2-5,profile,profile,Junior de Engineering,Junior Engineering,Engineering
AMZN2-1-1-2-5-4,Employee 4,AMZN2-1-1-2-5,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-3,Director 3,AMZN2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-3-1,Manager 1,AMZN2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-3-1-1,Employee 1,AMZN2-1-1-3-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
AMZN2-1-1-3-1-2,Employee 2,AMZN2-1-1-3-1,profile,profile,Lead de Engineering,Lead Engineering,Engineering
AMZN2-1-1-3-1-3,Employee 3,AMZN2-1-1-3-1,profile,profile,Lead de Engineering,Lead Engineering,Engineering
AMZN2-1-1-3-2,Manager 2,AMZN2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-3-2-1,Employee 1,AMZN2-1-1-3-2,profile,profile,VP de Engineering,VP Engineering,Engineering
AMZN2-1-1-3-2-2,Employee 2,AMZN2-1-1-3-2,profile,profile,VP de Engineering,VP Engineering,Engineering
AMZN2-1-1-3-3,Manager 3,AMZN2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-3-3-1,Employee 1,AMZN2-1-1-3-3,profile,profile,CEO de Engineering,CEO Engineering,Engineering
AMZN2-1-1-3-3-2,Employee 2,AMZN2-1-1-3-3,profile,profile,CFO de Engineering,CFO Engineering,Engineering
AMZN2-1-1-3-3-3,Employee 3,AMZN2-1-1-3-3,profile,profile,Junior de Engineering,Junior Engineering,Engineering
AMZN2-1-1-3-3-4,Employee 4,AMZN2-1-1-3-3,profile,profile,CFO de Engineering,CFO Engineering,Engineering
AMZN2-1-1-3-4,Manager 4,AMZN2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-3-4-1,Employee 1,AMZN2-1-1-3-4,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-3-4-2,Employee 2,AMZN2-1-1-3-4,profile,profile,Senior de Engineering,Senior Engineering,Engineering
AMZN2-1-1-3-4-3,Employee 3,AMZN2-1-1-3-4,profile,profile,VP de Engineering,VP Engineering,Engineering
AMZN2-1-1-3-4-4,Employee 4,AMZN2-1-1-3-4,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-3-5,Manager 5,AMZN2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-3-5-1,Employee 1,AMZN2-1-1-3-5,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-3-5-2,Employee 2,AMZN2-1-1-3-5,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-4,Director 4,AMZN2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-4-1,Manager 1,AMZN2-1-1-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-4-1-1,Employee 1,AMZN2-1-1-4-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
AMZN2-1-1-4-1-2,Employee 2,AMZN2-1-1-4-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
AMZN2-1-1-4-2,Manager 2,AMZN2-1-1-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-4-2-1,Employee 1,AMZN2-1-1-4-2,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-4-2-2,Employee 2,AMZN2-1-1-4-2,profile,profile,Director de Engineering,Director Engineering,Engineering
AMZN2-1-1-4-3,Manager 3,AMZN2-1-1-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-4-3-1,Employee 1,AMZN2-1-1-4-3,profile,profile,Lead de Engineering,Lead Engineering,Engineering
AMZN2-1-1-4-3-2,Employee 2,AMZN2-1-1-4-3,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-4-3-3,Employee 3,AMZN2-1-1-4-3,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-1-4-4,Manager 4,AMZN2-1-1-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-4-4-1,Employee 1,AMZN2-1-1-4-4,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AMZN2-1-1-4-4-2,Employee 2,AMZN2-1-1-4-4,profile,profile,VP de Engineering,VP Engineering,Engineering
AMZN2-1-1-4-5,Manager 5,AMZN2-1-1-4,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AMZN2-1-1-4-5-1,Employee 1,AMZN2-1-1-4-5,profile,profile,CFO de Engineering,CFO Engineering,Engineering
AMZN2-1-1-4-5-2,Employee 2,AMZN2-1-1-4-5,profile,profile,CEO de Engineering,CEO Engineering,Engineering
AMZN2-1-1-4-5-3,Employee 3,AMZN2-1-1-4-5,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AMZN2-1-2,VP Marketing,AMZN2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
AMZN2-1-2-1,Director 1,AMZN2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AMZN2-1-2-1-1,Manager 1,AMZN2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-1-1-1,Employee 1,AMZN2-1-2-1-1,profile,profile,VP de Marketing,VP Marketing,Marketing
AMZN2-1-2-1-1-2,Employee 2,AMZN2-1-2-1-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
AMZN2-1-2-1-1-3,Employee 3,AMZN2-1-2-1-1,profile,profile,Senior de Marketing,Senior Marketing,Marketing
AMZN2-1-2-1-2,Manager 2,AMZN2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-1-2-1,Employee 1,AMZN2-1-2-1-2,profile,profile,CTO de Marketing,CTO Marketing,Marketing
AMZN2-1-2-1-2-2,Employee 2,AMZN2-1-2-1-2,profile,profile,CEO de Marketing,CEO Marketing,Marketing
AMZN2-1-2-1-2-3,Employee 3,AMZN2-1-2-1-2,profile,profile,Lead de Marketing,Lead Marketing,Marketing
AMZN2-1-2-1-2-4,Employee 4,AMZN2-1-2-1-2,profile,profile,CFO de Marketing,CFO Marketing,Marketing
AMZN2-1-2-1-3,Manager 3,AMZN2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-1-3-1,Employee 1,AMZN2-1-2-1-3,profile,profile,CEO de Marketing,CEO Marketing,Marketing
AMZN2-1-2-1-3-2,Employee 2,AMZN2-1-2-1-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-1-3-3,Employee 3,AMZN2-1-2-1-3,profile,profile,Lead de Marketing,Lead Marketing,Marketing
AMZN2-1-2-1-3-4,Employee 4,AMZN2-1-2-1-3,profile,profile,VP de Marketing,VP Marketing,Marketing
AMZN2-1-2-1-4,Manager 4,AMZN2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-1-4-1,Employee 1,AMZN2-1-2-1-4,profile,profile,Intern de Marketing,Intern Marketing,Marketing
AMZN2-1-2-1-4-2,Employee 2,AMZN2-1-2-1-4,profile,profile,VP de Marketing,VP Marketing,Marketing
AMZN2-1-2-1-4-3,Employee 3,AMZN2-1-2-1-4,profile,profile,VP de Marketing,VP Marketing,Marketing
AMZN2-1-2-2,Director 2,AMZN2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AMZN2-1-2-2-1,Manager 1,AMZN2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-2-1-1,Employee 1,AMZN2-1-2-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-2-1-2,Employee 2,AMZN2-1-2-2-1,profile,profile,Director de Marketing,Director Marketing,Marketing
AMZN2-1-2-2-1-3,Employee 3,AMZN2-1-2-2-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
AMZN2-1-2-2-1-4,Employee 4,AMZN2-1-2-2-1,profile,profile,Senior de Marketing,Senior Marketing,Marketing
AMZN2-1-2-2-2,Manager 2,AMZN2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-2-2-1,Employee 1,AMZN2-1-2-2-2,profile,profile,CFO de Marketing,CFO Marketing,Marketing
AMZN2-1-2-2-2-2,Employee 2,AMZN2-1-2-2-2,profile,profile,CTO de Marketing,CTO Marketing,Marketing
AMZN2-1-2-2-3,Manager 3,AMZN2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-2-3-1,Employee 1,AMZN2-1-2-2-3,profile,profile,Director de Marketing,Director Marketing,Marketing
AMZN2-1-2-2-3-2,Employee 2,AMZN2-1-2-2-3,profile,profile,Junior de Marketing,Junior Marketing,Marketing
AMZN2-1-2-2-3-3,Employee 3,AMZN2-1-2-2-3,profile,profile,CFO de Marketing,CFO Marketing,Marketing
AMZN2-1-2-2-4,Manager 4,AMZN2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AMZN2-1-2-2-4-1,Employee 1,AMZN2-1-2-2-4,profile,profile,Senior de Marketing,Senior Marketing,Marketing
AMZN2-1-2-2-4-2,Employee 2,AMZN2-1-2-2-4,profile,profile,Lead de Marketing,Lead Marketing,Marketing
AMZN2-1-2-3,Director 3,AMZN2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AMZN2-1-2-3-1,Manager 1,AMZN2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
